# Formed from form_atmospheric_profiles_paper_model.py
# Z (cm)	T (K)	DEN (cm**-3)	P (bar)
0.0000000e+00	2.5000000e+02	5.8163656e+18	2.0076029e-01
1.2715405e+04	2.4940056e+02	5.7712843e+18	1.9872660e-01
2.5400322e+04	2.4880256e+02	5.7265993e+18	1.9671512e-01
3.8054824e+04	2.4820599e+02	5.6823048e+18	1.9472553e-01
5.0678983e+04	2.4761085e+02	5.6383953e+18	1.9275751e-01
6.3272872e+04	2.4701714e+02	5.5948654e+18	1.9081075e-01
7.5836564e+04	2.4642485e+02	5.5517097e+18	1.8888495e-01
8.8370131e+04	2.4583398e+02	5.5089233e+18	1.8697983e-01
1.0087365e+05	2.4524453e+02	5.4665011e+18	1.8509508e-01
1.1334718e+05	2.4465649e+02	5.4244384e+18	1.8323045e-01
1.2579081e+05	2.4406986e+02	5.3827305e+18	1.8138564e-01
1.3820459e+05	2.4348464e+02	5.3413728e+18	1.7956040e-01
1.5058862e+05	2.4290082e+02	5.3003609e+18	1.7775447e-01
1.6294295e+05	2.4231840e+02	5.2596906e+18	1.7596760e-01
1.7526765e+05	2.4173738e+02	5.2193575e+18	1.7419953e-01
1.8756281e+05	2.4115775e+02	5.1793578e+18	1.7245002e-01
1.9982848e+05	2.4057951e+02	5.1396873e+18	1.7071884e-01
2.1206475e+05	2.4000266e+02	5.1003422e+18	1.6900575e-01
2.2427167e+05	2.3942719e+02	5.0613188e+18	1.6731053e-01
2.3644933e+05	2.3885310e+02	5.0226134e+18	1.6563295e-01
2.4859778e+05	2.3828039e+02	4.9842224e+18	1.6397280e-01
2.6071711e+05	2.3770905e+02	4.9461422e+18	1.6232986e-01
2.7280738e+05	2.3713908e+02	4.9083695e+18	1.6070393e-01
2.8486866e+05	2.3657048e+02	4.8709009e+18	1.5909479e-01
2.9690101e+05	2.3600324e+02	4.8337332e+18	1.5750224e-01
3.0890452e+05	2.3543736e+02	4.7968631e+18	1.5592610e-01
3.2087925e+05	2.3487283e+02	4.7602876e+18	1.5436616e-01
3.3282526e+05	2.3430966e+02	4.7240035e+18	1.5282223e-01
3.4474263e+05	2.3374784e+02	4.6880080e+18	1.5129413e-01
3.5663142e+05	2.3318737e+02	4.6522981e+18	1.4978167e-01
